Pos-1,Pos-2,Pos-3,Pos-4,Pos-5,Pos-6,Pos-7,Pos-8,Pos-9,Pos-10,Pos-11,Pos-12,Pos-13,Pos-14,Pos-15,Pos-16,Pos-17
most,scientists,call,these,two,families,the,folivora,while,some,call,them,the,phyllophaga,.,.,.
the,biogeographic,origins,of,the,pilosa,is,still,un-,clear,.,.,.,.,.,.,.
sloths,are,active,at,night,.,.,.,.,.,.,.,.,.,.,.,.
they,sleep,curled,up,with,their,head,place,-d,between,the,arms,.,.,.,.,.
they,can,hang,upside,down,with,the,help,of,their,hook,like,claws,.,.,.,.
sloths,rare,-ly,climb,down,from,the,tree,-s,.,.,.,.,.,.,.,.
when,they,are,on,the,ground,they,can,only,crawl,awkwardly,.,.,.,.,.,.
how,ever,when,there,is,a,forest,flood,they,are,very,good,swimmer,-s,.,.,.
sloths,can,live,for,up,to,thirty,year,-s,.,.,.,.,.,.,.,.
they,most,-ly,just,eat,leave,-s,and,flowers,.,.,.,.,.,.,.,.
this,take,a,very,long,time,to,digest,.,.,.,.,.,.,.,.,.
sloths,move,slow,-ly,.,.,.,.,.,.,.,.,.,.,.,.,.
the,tiger,is,the,large,-st,living,member,of,the,cat,family,the,felidae,.,.,.
it,feed,-s,by,hunt,-ing,and,it,live,-s,in,asia,.,.,.,.,.
there,are,tiger,-s,with,distinct,color,-s,.,.,.,.,.,.,.,.,.
most,tiger,-s,have,orange,fur,with,black,stripes,and,a,white,bell,-y,.,.,.
the,black,stripes,usually,ex-,tend,to,the,white,under,side,.,.,.,.,.,.
the,stripes,are,vertical,on,the,tiger,-s,body,.,.,.,.,.,.,.,.
the,stripes,are,horizontal,on,the,forehead,and,the,legs,.,.,.,.,.,.,.
the,tail,has,ring,-s,and,the,tail,tip,is,black,.,.,.,.,.,.
the,stripes,are,use,-d,to,keep,them,camouflage,-d,while,hunt,-ing,.,.,.,.
no,two,tiger,-s,have,the,same,pattern,of,stripes,.,.,.,.,.,.,.
most,bengal,tiger,-s,have,orange,fur,.,.,.,.,.,.,.,.,.,.
some,bengal,tiger,-s,have,white,fur,with,black,stripes,.,.,.,.,.,.,.
some,even,have,pure,white,fur,.,.,.,.,.,.,.,.,.,.,.
these,white,tiger,-s,are,not,albinos,with,red,eye,-s,.,.,.,.,.,.
the,white,coat,only,appear,-s,once,in,ever,-y,one,hundred,birth,-s,.,.,.
tiger,-s,vary,in,size,depend,-ing,on,their,sub,species,.,.,.,.,.,.
siberian,tiger,-s,are,the,large,-st,.,.,.,.,.,.,.,.,.,.
male,-s,can,grow,to,at,least,nine,ft,long,and,weigh,about,nine,hundred,lb,.
fe-,male,-s,are,a,bit,small,-er,.,.,.,.,.,.,.,.,.
tiger,-s,can,live,in,a,variety,of,habitat,-s,.,.,.,.,.,.,.
tiger,-s,are,solitary,.,.,.,.,.,.,.,.,.,.,.,.,.
they,all,control,large,amount,-s,of,territory,.,.,.,.,.,.,.,.,.
the,size,of,territory,depend,-s,on,the,availability,of,various,food,for,tiger,-s,and,prey
a,fe-,male,tiger,may,have,twenty,square,kilometers,.,.,.,.,.,.,.,.
the,tiger,had,five,living,sub,species,.,.,.,.,.,.,.,.,.,.
tiger,-s,are,becoming,rare,.,.,.,.,.,.,.,.,.,.,.,.
people,hunt,them,for,their,coat,and,destroy,the,habitat,-s,they,live,in,.,.,.
the,bengal,tiger,has,the,large,-st,population,with,three,thousand,five,hundred,left,in,the,wild
to,help,keep,the,tiger,population,tiger,-s,are,often,place,-d,in,zoos,.,.,.
chinese,tiger,-s,have,been,use,-d,for,centuries,in,traditional,chinese,medicine,.,.,.,.
tiger,-s,also,kill,and,eat,people,-s,and,live,stock,.,.,.,.,.,.
these,are,easier,to,hunt,than,their,typical,prey,.,.,.,.,.,.,.,.
they,are,often,in,fenced,or,close,-d,area,-s,.,.,.,.,.,.,.
enclosed,live,stock,may,not,be,able,to,flee,.,.,.,.,.,.,.,.
some,time,-s,tiger,-s,hunt,people,as,prey,and,eat,them,.,.,.,.,.
these,tiger,-s,are,either,too,old,injured,or,ill,to,hunt,their,typical,prey,.,.
their,typical,prey,are,are,much,fast,-er,than,people,.,.,.,.,.,.,.
tiger,-s,eat,many,type,-s,of,prey,most,-ly,ungulate,-s,.,.,.,.,.
they,also,eat,bird,-s,reptiles,and,fish,.,.,.,.,.,.,.,.,.
they,also,prey,on,other,predator,-s,including,dog,-s,leopards,bear,-s,and,snake,-s,.
all,are,carnivores,.,.,.,.,.,.,.,.,.,.,.,.,.,.
some,tiger,-s,may,eat,up,to,fifty,pounds,of,meat,a,day,.,.,.,.
a,unicorn,is,a,legendary,and,mythical,creature,.,.,.,.,.,.,.,.,.
it,look,-s,like,a,pony,with,one,long,single,white,horn,on,its,head,.,.
in,some,picture,-s,unicorn,-s,also,have,horse,-s,feet,or,a,lion,-s,tail,.
the,word,unicorn,mean,-s,one,horn,-ed,.,.,.,.,.,.,.,.,.
unicorn,-s,are,found,in,many,stories,and,myths,from,a-,round,the,world,.,.,.
the,unicorn,symbolizes,innocence,purity,and,feminine,power,.,.,.,.,.,.,.,.,.
this,power,was,often,call,-ed,alicorn,in,medieval,time,-s,.,.,.,.,.,.
that,is,when,stories,of,unicorn,-s,be-,came,more,popular,.,.,.,.,.,.
christian,legends,say,the,unicorn,is,as,small,as,a,normal,size,-d,goat,.,.,.
according,to,these,legends,unicorn,-s,are,so,fearful,that,no,hunt,-er,can,catch,them,.
vultures,are,large,bird,-s,of,prey,.,.,.,.,.,.,.,.,.,.
they,usually,feed,on,the,carrion,.,.,.,.,.,.,.,.,.,.,.
vultures,use,their,large,wings,to,soar,in,the,air,.,.,.,.,.,.,.
they,can,soar,for,many,miles,with,out,having,to,flap,.,.,.,.,.,.
vultures,from,the,old,world,are,not,related,to,the,vultures,of,the,new,world,.,.
they,look,quite,similar,though,.,.,.,.,.,.,.,.,.,.,.,.
old,world,vultures,are,related,to,eagles,and,hawk,-s,.,.,.,.,.,.,.
they,use,sight,to,find,their,food,.,.,.,.,.,.,.,.,.,.
new,world,vultures,use,their,sense,of,smell,to,find,their,food,.,.,.,.,.
wallabies,are,marsupial,-s,from,the,island,-s,of,australia,tasmania,new,zealand,and,new,guinea,.
they,are,small,to,medium,size,-d,kangaroo,-s,.,.,.,.,.,.,.,.
wallabies,range,in,size,from,the,size,of,a,rabbit,to,al-,most,six,ft,long,.
the,soft,woolly,fur,can,be,gray,brown,red,or,al-,most,black,.,.,.,.
the,bell,-y,is,light,-er,.,.,.,.,.,.,.,.,.,.,.
fe-,male,-s,have,a,pouch,in,which,the,young,live,and,drink,milk,.,.,.
male,-s,are,large,-r,than,fe-,male,-s,.,.,.,.,.,.,.,.
babies,are,call,-ed,joeys,.,.,.,.,.,.,.,.,.,.,.,.
they,have,short,arms,and,legs,with,clawed,finger,-s,.,.,.,.,.,.,.
each,limb,has,long,four,toed,feet,with,claws,.,.,.,.,.,.,.,.
they,can,hop,and,jump,with,their,power,-ful,.,.,.,.,.,.,.,.
these,herbivore,-s,eat,grass,leave,-s,and,roots,.,.,.,.,.,.,.,.
they,swallow,their,food,with,out,chew,-ing,it,.,.,.,.,.,.,.,.
they,late,-r,regurgitate,a,cud,and,chew,it,.,.,.,.,.,.,.,.
they,need,very,little,water,.,.,.,.,.,.,.,.,.,.,.,.
the,wolf,is,a,mammal,of,the,order,carnivora,.,.,.,.,.,.,.,.
it,is,the,ancestor,of,the,domestic,dog,.,.,.,.,.,.,.,.,.
there,are,many,different,wolf,sub,species,.,.,.,.,.,.,.,.,.,.
adult,wolves,length,from,nose,to,tail,vary,depend,-ing,on,the,sub,species,.,.,.
wolves,living,in,the,far,north,ten,-d,to,be,large,-r,than,those,living,further,south
as,adult,-s,they,may,weigh,typical,-ly,between,twenty,three,to,fifty,kilograms,.,.,.
wolves,usually,measure,twenty,six,to,thirty,eight,inches,at,the,should,-er,.,.,.,.
wolves,have,fur,made,up,of,two,layer,-s,.,.,.,.,.,.,.,.
the,top,lay,-er,is,resistant,to,dirt,.,.,.,.,.,.,.,.,.
the,under,lay,-er,is,water,resistant,.,.,.,.,.,.,.,.,.,.
the,colour,of,their,fur,can,be,grey,white,taupe,or,black,.,.,.,.,.
the,under,part,-s,and,legs,are,usually,cream,-y,gray,.,.,.,.,.,.
the,eye,-s,are,yellow,.,.,.,.,.,.,.,.,.,.,.,.
wolves,live,in,group,-s,call,-ed,pack,-s,.,.,.,.,.,.,.,.
they,are,pack,hunt,-er,-s,.,.,.,.,.,.,.,.,.,.,.
the,member,-s,of,the,pack,are,usually,family,member,-s,.,.,.,.,.,.
wolves,that,are,not,family,may,join,if,they,do,not,have,a,pack,.,.,.
pack,-s,are,usually,up,to,twelve,wolves,.,.,.,.,.,.,.,.,.
but,they,can,be,as,small,as,two,or,as,large,as,twenty,five,.,.,.
the,lead,-ers,are,call,-ed,the,parent,male,and,the,parent,fe-,male,.,.,.
their,territory,is,mark,-ed,by,scent,and,howl,-ing,.,.,.,.,.,.,.
young,wolves,are,call,-ed,pups,or,cub,-s,.,.,.,.,.,.,.,.
wolves,make,a,noise,call,-ed,a,how,-l,.,.,.,.,.,.,.,.
they,how,-l,to,communicate,with,each,other,from,long,distance,-s,.,.,.,.,.
they,also,mark,the,edges,of,their,territory,.,.,.,.,.,.,.,.,.
wolves,can,run,very,fast,and,far,.,.,.,.,.,.,.,.,.,.
wolves,are,carnivores,.,.,.,.,.,.,.,.,.,.,.,.,.,.
they,eat,most,-ly,medium,to,large,size,hoofed,animal,-s,.,.,.,.,.,.
they,will,also,eat,rodent,-s,insectivores,and,foxes,.,.,.,.,.,.,.,.
some,wolves,have,been,see,-n,eating,salmon,seals,lizard,-s,snake,-s,and,bird,-s,.
they,also,eat,moose,bison,deer,reindeer,and,other,large,animal,-s,.,.,.,.,.
wolves,usually,stalk,old,or,sick,animal,-s,.,.,.,.,.,.,.,.,.
but,they,do,not,al-,ways,catch,what,they,stalk,.,.,.,.,.,.,.
they,may,go,day,-s,with,out,food,.,.,.,.,.,.,.,.,.
some,time,-s,only,one,out,of,twelve,hunt,-s,are,success,-ful,.,.,.,.
but,the,way,they,eat,stay,-s,the,same,.,.,.,.,.,.,.,.
the,alpha,male,and,fe-,male,feed,first,.,.,.,.,.,.,.,.,.
the,-n,the,other,member,-s,feed,.,.,.,.,.,.,.,.,.,.
some,time,-s,wolves,may,store,food,and,come,back,that,day,to,feed,on,it,.
wolves,have,very,sharp,teeth,.,.,.,.,.,.,.,.,.,.,.,.
this,help,-s,them,tear,large,chunks,of,meat,from,a,dead,animal,.,.,.,.
wolves,are,found,in,eurasia,and,north,america,.,.,.,.,.,.,.,.,.
the,arctic,wolf,may,be,a,sub,species,of,the,grey,wolf,.,.,.,.,.
the,habitat,of,arctic,wolves,is,very,hostile,.,.,.,.,.,.,.,.,.
not,much,is,know,-n,about,their,life,style,.,.,.,.,.,.,.,.
their,winter,fur,is,high,-ly,resistant,to,the,cold,.,.,.,.,.,.,.
wolf,fur,provide,-s,better,insulation,than,dog,fur,.,.,.,.,.,.,.,.
wolf,fur,doe,-s,not,collect,ice,when,warm,breath,is,condensed,against,it,.,.,.
for,last,six,-ty,year,-s,the,skull,of,many,arctic,wolves,has,grow,-n,small,-er
this,might,be,be-,cause,of,hybridization,between,wolves,and,dog,-s,.,.,.,.,.
they,are,three,feet,tall,when,they,are,adult,-s,.,.,.,.,.,.,.
adult,arctic,wolves,weigh,about,seven,-ty,five,to,one,hundred,and,twenty,pounds,.,.,.
many,people,think,that,wolves,are,terrible,creature,-s,.,.,.,.,.,.,.,.
wolves,are,actual,-ly,much,gentle,-r,than,many,people,imagine,.,.,.,.,.,.
the,main,reason,wolves,be-,come,violent,is,be-,cause,they,may,be,sick,.,.,.
or,they,are,trying,to,protect,other,wolves,in,the,pack,.,.,.,.,.,.
many,people,a-,round,the,world,have,huskies,for,pet,-s,.,.,.,.,.,.
a,few,year,-s,ago,wolves,were,put,back,into,yellowstone,national,park,in,wyoming,.,.
wolves,were,becoming,endangered,.,.,.,.,.,.,.,.,.,.,.,.,.
the,wolves,have,been,very,success,-ful,in,the,park,.,.,.,.,.,.,.
there,had,been,no,wolves,there,for,a,long,time,.,.,.,.,.,.,.
many,people,were,not,happy,about,this,.,.,.,.,.,.,.,.,.,.
they,were,afraid,that,the,wolves,would,eat,live,stock,near,the,park,.,.,.,.
wolves,in,britain,were,all,kill,-ed,after,centuries,of,hunt,-ing,.,.,.,.,.
the,last,wolves,survive,-d,in,the,scottish,high,land,-s,.,.,.,.,.,.
wolves,could,help,add,back,plant,-s,that,are,now,eat,-en,by,deer,.,.,.
the,wolves,would,keep,the,deer,population,low,-er,.,.,.,.,.,.,.,.
media,related,to,canis,lupus,at,wikimedia,common,-s,.,.,.,.,.,.,.,.
whale,-s,are,a,group,of,cetacean,mammal,-s,that,live,in,the,ocean,.,.,.
people,use,the,word,whale,in,different,way,-s,.,.,.,.,.,.,.,.
some,use,it,for,all,cetacean,-s,including,dolphins,and,porpoises,.,.,.,.,.,.
other,-s,separate,out,the,dolphins,and,porpoises,.,.,.,.,.,.,.,.,.
whale,-s,have,been,kill,-ed,for,meat,and,oil,by,whale,-rs,.,.,.,.
how,ever,many,countries,have,law,-s,saying,not,to,kill,whale,-s,.,.,.,.
some,countries,such,as,ice,land,and,japan,do,not,have,these,law,-s,.,.,.
baleen,whale,-s,eat,plankton,and,krill,.,.,.,.,.,.,.,.,.,.
plankton,are,clouds,of,very,small,fish,float,-ing,in,the,water,.,.,.,.,.
the,whale,-s,mouth,-s,are,very,large,.,.,.,.,.,.,.,.,.
they,open,their,mouth,-s,very,wide,and,hold,a,big,mouth,-ful,of,sea,water,.
their,throat,-s,stretch,very,wide,to,make,the,space,in-,side,their,mouth,even,bigger,.
the,-n,they,close,their,mouth,and,squeeze,out,the,sea,water,.,.,.,.,.
the,food,doe,-s,not,escape,.,.,.,.,.,.,.,.,.,.,.
instead,of,teeth,these,whale,-s,have,filters,call,-ed,baleen,.,.,.,.,.,.
baleen,is,long,hard,strips,that,act,like,a,strainer,.,.,.,.,.,.,.
the,water,goes,through,the,baleen,.,.,.,.,.,.,.,.,.,.,.
toothed,whale,-s,eat,large,-r,fish,or,meat,and,are,like,big,dolphins,.,.,.
they,have,sharp,teeth,and,usually,have,a,big,forehead,.,.,.,.,.,.,.
in-,side,the,big,forehead,is,a,chamber,to,make,and,direct,sound,-s,.,.,.
they,make,all,kind,-s,of,sound,-s,including,sound,-s,so,loud,they,can,shock,fish
they,use,echolocation,to,locate,thing,-s,they,can,not,see,.,.,.,.,.,.
some,toothed,whale,-s,such,as,the,sperm,whale,are,al-,most,never,call,-ed,dolphins,.
some,of,them,are,al-,ways,call,-ed,dolphins,.,.,.,.,.,.,.,.
cetacean,-s,are,divided,into,two,sub,order,-s,.,.,.,.,.,.,.,.
they,descendants,of,land,living,mammal,-s,.,.,.,.,.,.,.,.,.,.
both,are,related,to,indohyus,.,.,.,.,.,.,.,.,.,.,.,.
they,split,a-,round,fifty,four,million,year,-s,ago,.,.,.,.,.,.,.
be-,cause,of,where,they,live,whale,-s,are,conscious,breath,-e,-rs,.,.,.,.
whale,-s,breath,-e,through,blowholes,.,.,.,.,.,.,.,.,.,.,.
baleen,whale,-s,have,two,and,toothed,whale,-s,have,one,.,.,.,.,.,.
these,are,on,the,top,of,the,head,.,.,.,.,.,.,.,.,.
all,mammal,-s,sleep,including,whale,-s,.,.,.,.,.,.,.,.,.,.
but,they,can,not,stay,in,an,un-,conscious,state,for,too,long,.,.,.,.
they,need,to,be,conscious,to,breath,-e,.,.,.,.,.,.,.,.,.
it,is,thought,that,only,one,hemisphere,of,their,brain,-s,sleep,-s,at,a,time,.
so,whale,-s,are,never,complete,-ly,a-,sleep,.,.,.,.,.,.,.,.
but,still,get,the,rest,they,need,.,.,.,.,.,.,.,.,.,.
a,baby,whale,is,call,-ed,a,calf,.,.,.,.,.,.,.,.,.
one,calf,is,born,ever,-y,two,or,three,year,-s,.,.,.,.,.,.
gestation,take,-s,up,to,a,year,.,.,.,.,.,.,.,.,.,.
nursing,continue,-s,for,more,than,a,year,in,many,species,.,.,.,.,.,.
reproductive,maturity,occur,-s,at,seven,to,ten,year,-s,.,.,.,.,.,.,.
this,mode,of,re-,product,-ion,produce,-s,few,off,spring,.,.,.,.,.,.
but,it,increases,their,chance,of,surviving,.,.,.,.,.,.,.,.,.,.
breaching,is,what,happen,-s,when,a,whale,jump,-s,into,the,air,.,.,.,.
it,the,-n,purpose,full,-y,flops,down,on,the,water,with,a,great,splash,.,.
some,time,-s,it,twirls,in,the,air,when,it,doe,-s,this,.,.,.,.
there,are,a,number,of,other,behavior,-s,on,the,surface,which,are,not,well,understood,.
when,a,whale,doe,-s,this,it,look,-s,like,a,log,in,the,water,.,.
this,is,a,kind,of,rest,or,sleep,for,whale,-s,.,.,.,.,.,.
it,will,some,time,-s,turn,a-,round,in,circle,-s,as,it,spyhops,.,.,.
this,might,be,be-,cause,whale,-s,are,trying,to,see,what,is,happen,-ing,above,water
lobtailing,is,done,when,a,whale,face,-s,downward,in,the,water,.,.,.,.,.
it,the,-n,slaps,the,water,with,a,thunderous,sound,.,.,.,.,.,.,.
the,xolo,is,a,breed,of,dog,from,mexico,.,.,.,.,.,.,.,.
the,xolo,is,also,know,-n,as,the,mexican,hair,less,dog,.,.,.,.,.
most,have,no,hair,but,some,are,born,with,hair,.,.,.,.,.,.,.
the,xolo,also,has,wrinkled,skin,.,.,.,.,.,.,.,.,.,.,.
it,is,found,in,three,size,-s,.,.,.,.,.,.,.,.,.,.
yak,-s,are,long,hair,-ed,species,of,cattle,.,.,.,.,.,.,.,.
there,are,two,type,-s,of,yak,-s,.,.,.,.,.,.,.,.,.
yak,-s,live,in,high,altitude,.,.,.,.,.,.,.,.,.,.,.
zebra,-s,are,mammal,-s,of,the,family,equidae,.,.,.,.,.,.,.,.
zebra,-s,are,africa,-n,horse,-s,.,.,.,.,.,.,.,.,.,.
they,are,in,the,same,genus,as,the,common,horse,and,donkey,-s,.,.,.,.
zebra,-s,are,know,-n,for,having,many,black,and,white,stripes,.,.,.,.,.
all,zebra,-s,have,very,short,fur,be-,cause,they,live,in,hot,area,-s,.,.
their,fur,has,black,and,white,stripes,.,.,.,.,.,.,.,.,.,.
the,main,part,of,the,body,has,most,-ly,vertical,stripes,.,.,.,.,.,.
the,legs,have,horizontal,stripes,.,.,.,.,.,.,.,.,.,.,.,.
they,also,have,a,dark,line,direct,-ly,down,their,spine,.,.,.,.,.,.
each,of,the,different,zebra,species,has,different,type,-s,of,stripes,.,.,.,.,.
the,advantage,is,of,having,those,characteristic,stripes,is,still,un-,know,-n,.,.,.,.
zebra,-s,are,social,animal,-s,that,spend,time,in,herd,-s,.,.,.,.,.
they,graze,together,and,some,time,-s,even,groom,each,other,.,.,.,.,.,.
they,can,have,babies,when,they,are,about,five,year,-s,old,.,.,.,.,.
zebra,-s,main,-ly,eat,grass,.,.,.,.,.,.,.,.,.,.,.
